snapshot_date,model_family,body,model_year,asking_price_usd,mileage_miles,currency,location,seller_type,listing_title,listing_url,source,vin_or_stock,exterior_color,interior_color,notes
2026-09-14,GT,coupe,2006,749900,,USD,"Springfield, Missouri, USA",dealer,2006 Ford GT,https://www.classic.com/veh/2006-ford-gt-1fafp90s86y400870-nBaYrZ4/,Classic.com,1FAFP90S86Y400870,,,Classic.com asterisk asking; 2k mi displayed; mileage blank (rounded Nk mi); fixed-price; seller:Premier Sports Cars Co.
2026-09-14,GT,coupe,2006,750000,,USD,"Los Angeles, California, USA",dealer,2006 Ford GT,https://www.classic.com/veh/2006-ford-gt-1fafp90s26y401416-nBQPvB4/,Classic.com,1FAFP90S26Y401416,,,Classic.com asterisk asking; 8k mi displayed; mileage blank (rounded Nk mi); fixed-price; seller:SoCal Car Guy
2026-09-14,GT,coupe,2006,869675,1928,USD,"Carrollton, Texas, USA",dealer,2006 Ford GT,https://www.classic.com/veh/2006-ford-gt-1fafp90s06y401558-4oAA1PW/,Classic.com,1FAFP90S06Y401558,gray,Black,Classic.com asterisk asking; 1k mi displayed; mileage blank (rounded Nk mi); fixed-price; seller:Earth MotorCars; miles enriched from Cars.com
2026-09-14,GT,coupe,2006,899980,,USD,"Peculiar, Missouri, USA",dealer,2006 Ford GT,https://www.classic.com/veh/2006-ford-gt-1fafp90s96y400540-4A1q7q4/,Classic.com,1FAFP90S96Y400540,,,Classic.com asterisk asking; 3k mi displayed; mileage blank (rounded Nk mi); fixed-price; seller:Desneux Motorsports
2026-09-14,GT,coupe,2006,899999,926,USD,"Costa Mesa, California, USA",dealer,2006 Ford GT,https://www.classic.com/veh/2006-ford-gt-1fafp90s56y400390-WbKNbmp/,Classic.com,1FAFP90S56Y400390,gray,Black,Classic.com asterisk asking; exact miles displayed: 926 mi; fixed-price; seller:Eurocar Inc.
2026-09-14,GT,coupe,2006,1025000,,USD,"Tulsa, Oklahoma, USA",dealer,2006 Ford GT Heritage Edition,https://www.classic.com/veh/2006-ford-gt-heritage-edition-1fafp90s46y400784-4Vmkovp/,Classic.com,1FAFP90S46Y400784,Gulf Livery,Ebony Black,Classic.com asterisk asking; 6k mi displayed; mileage blank (rounded Nk mi); fixed-price; seller:Kaleb Cars; Heritage Edition
2026-09-14,GT,coupe,2006,1295999,32,USD,"Green Brook Township, New Jersey, USA",dealer,2006 Ford GT,https://www.classic.com/veh/2006-ford-gt-1fafp90s36y401179-pzlzv1n/,Classic.com,1FAFP90S36Y401179,Black,Black,Classic.com asterisk asking; exact miles displayed: 32 mi; fixed-price; seller:No Reserve Classics
2026-09-14,GT,coupe,2006,1399912,68,USD,"West Chicago, IL",dealer,2006 Ford GT Coupe,https://www.cars.com/vehicledetail/84f07a1e-3bc9-461b-97ba-860361bfeda8/,Cars.com,1FAFP90S26Y401009,black,,Cars.com SRP; Cars.com exact miles: 68 mi.; seller:Chicago Motor Cars
2026-09-14,GT,coupe,2006,1498888,12,USD,"San Luis Obispo, California, USA",dealer,2006 Ford GT,https://www.classic.com/veh/2006-ford-gt-1fafp90s36y401991-n3yEODp/,Classic.com,1FAFP90S36Y401991,blue,,Classic.com asterisk asking; exact miles displayed: 12 mi; fixed-price; seller:Porsche San Luis Obispo
2026-09-14,GT,coupe,2006,1500826,35,USD,"Atlanta, GA, US",dealer,2006 Ford GT Coupe,https://www.hemmings.com/classifieds/listing/2006-ford-gt-atlanta-ga-2931856,Hemmings,1FAFP90S66Y400169,,,"Hemmings classified; price-bar:$1,500,826; Heritage Edition"
