snapshot_or_event_date,status,make,model_family,body,model_year,asking_price_usd,sold_price_usd,mileage_miles,location,listing_title,listing_url,source,vin_or_stock,notes
2026-07-20,sold,Ferrari,296,coupe,2023,,273000,,"Boynton Beach, Florida, USA",2023 Ferrari 296 GTB,https://www.classic.com/veh/2023-ferrari-296-gtb-zff99sla3p0297032-WbKVOvp/,Classic.com,ZFF99SLA3P0297032,296 GTB; 1k mi displayed; mileage blank (rounded Nk mi); auction sold
2026-07-20,last_ask,Ferrari,458,spider,2013,419900,,,"Norwood, Massachusetts, USA",2013 Ferrari 458 Spider,https://www.classic.com/veh/2013-ferrari-458-spider-zff68nha8d0192367-WL8BVeW/,Classic.com,ZFF68NHA8D0192367,458 Spider; 18k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-07-20,last_ask,Ferrari,488,spider,2018,385989,,,"Scottsdale, Arizona, USA",2018 Ferrari 488 Spider,https://www.classic.com/veh/2018-ferrari-488-spider-zff80ama4j0228873-WNo5JYp/,Classic.com,ZFF80AMA4J0228873,8k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-07-20,off_market,Ferrari,488,spider,2018,,,,"Fort Lauderdale, Florida, USA",2018 Ferrari 488 Spider,https://www.classic.com/veh/2018-ferrari-488-spider-zff80ama1j0237207-4rmLqvp/,Classic.com,ZFF80AMA1J0237207,5k mi displayed; mileage blank (rounded Nk mi); off_market/pending/undisclosed historical card; asking_price blank (not shown on card)
2026-07-20,last_ask,Ferrari,F8,spider,2021,519999,,,"New York, New York, USA",2021 Ferrari F8 Spider,https://www.classic.com/veh/2021-ferrari-f8-spider-zff93lma3m0262962-Wxmxvxp/,Classic.com,ZFF93LMA3M0262962,F8 Spider; 4k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-07-20,sold,Lamborghini,Gallardo,spider,2008,,220000,,"Wyckoff, New Jersey, USA",2008 Lamborghini Gallardo Spyder,https://www.classic.com/veh/2008-lamborghini-gallardo-spyder-zhwgu22n78la06440-4Dwo5lp/,Classic.com,ZHWGU22N78LA06440,Gallardo Spyder; 23k mi TMU displayed; mileage blank (rounded Nk mi); auction sold
2026-07-20,last_ask,Lamborghini,Gallardo,spider,2011,159999,,,"Troy, Michigan, USA",2011 Lamborghini Gallardo LP560-4 Spyder,https://www.classic.com/veh/2011-lamborghini-gallardo-lp560-4-spyder-zhwgu6au5-4DGRRAp/,Classic.com,,Gallardo Spyder; 13k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-07-20,last_ask,Ferrari,SF90,coupe,2023,449000,,,"Boynton Beach, Florida, USA",2023 Ferrari SF90 Stradale,https://www.classic.com/veh/2023-ferrari-sf90-stradale-zff95nlaxp0296957-WbKGJmp/,Classic.com,ZFF95NLAXP0296957,SF90 Stradale; 1k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-07-19,last_ask,Ferrari,296,coupe,2024,319900,,,"Fort Lauderdale, Florida, USA",2024 Ferrari 296 GTB,https://www.classic.com/veh/2024-ferrari-296-gtb-zff99sla7r0300579-nQYDven/,Classic.com,ZFF99SLA7R0300579,296 GTB; 1k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-07-19,last_ask,Ferrari,296,coupe,2024,334985,,685,"Palm Harbor, Florida, USA",2024 Ferrari 296 GTB,https://www.classic.com/veh/2024-ferrari-296-gtb-zff99sla5r0306915-4MOx7mW/,Classic.com,ZFF99SLA5R0306915,296 GTB; exact miles displayed: 685 mi; Classic.com Last Asking (removed/sold without published sold price)
2026-07-19,last_ask,Ferrari,296,spider,2026,399990,,44,"Newport Beach, California, USA",2026 Ferrari 296 GTS,https://www.classic.com/veh/2026-ferrari-296-gts-zff01sma6t0330534-nKoXG7n/,Classic.com,ZFF01SMA6T0330534,296 GTS; exact miles displayed: 44 mi; Classic.com Last Asking (removed/sold without published sold price)
2026-07-19,last_ask,Ferrari,296,spider,2026,409999,,305,"San Diego, California, USA",2026 Ferrari 296 GTS,https://www.classic.com/veh/2026-ferrari-296-gts-zff01sma8t0327862-WkdjOkp/,Classic.com,ZFF01SMA8T0327862,296 GTS; exact miles displayed: 305 mi; Classic.com Last Asking (removed/sold without published sold price)
2026-07-19,last_ask,Ferrari,296,spider,2026,399999,,189,"San Diego, California, USA",2026 Ferrari 296 GTS,https://www.classic.com/veh/2026-ferrari-296-gts-zff01sma0t0326091-W9mM8bW/,Classic.com,ZFF01SMA0T0326091,296 GTS; exact miles displayed: 189 mi; Classic.com Last Asking (removed/sold without published sold price)
2026-07-19,last_ask,Ferrari,458,spider,2013,412890,,,"Saint Louis County, Missouri, USA",2013 Ferrari 458 Spider,https://www.classic.com/veh/2013-ferrari-458-spider-zff68nha8d0192823-45PXadp/,Classic.com,ZFF68NHA8D0192823,458 Spider; 10k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-07-19,last_ask,Ferrari,488,spider,2017,299900,,,"Modesto, California, USA",2017 Ferrari 488 Spider,https://www.classic.com/veh/2017-ferrari-488-spider-zff80amaxh0221419-WbwbMap/,Classic.com,ZFF80AMAXH0221419,32k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-07-19,last_ask,Ferrari,F8,coupe,2022,484970,,,"Village of Spring Valley, New York, USA",2022 Ferrari F8 Tributo,https://www.classic.com/veh/2022-ferrari-f8-tributo-zff92lla3n0282389-WqD57Jn/,Classic.com,ZFF92LLA3N0282389,F8 Tributo/coupe; 2k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-07-19,last_ask,Ferrari,SF90,spider,2022,489996,,,"Charlotte, North Carolina, USA",2022 Ferrari SF90 Spider,https://www.classic.com/veh/2022-ferrari-sf90-spider-zff96nma4n0272307-p6j69gp/,Classic.com,ZFF96NMA4N0272307,SF90 Spider; 3k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-07-18,last_ask,Ferrari,296,spider,2024,399970,,717,"Village of Spring Valley, New York, USA",2024 Ferrari 296 GTS,https://www.classic.com/veh/2024-ferrari-296-gts-zff01sma5r0310798-pJQzJKW/,Classic.com,ZFF01SMA5R0310798,296 GTS; exact miles displayed: 717 mi; Classic.com Last Asking (removed/sold without published sold price)
2026-07-18,last_ask,Ferrari,296,spider,2024,367777,,,"Mesquite, Texas, USA",2024 Ferrari 296 GTS,https://www.classic.com/veh/2024-ferrari-296-gts-zff01sma0r0311437-n300eMW/,Classic.com,ZFF01SMA0R0311437,296 GTS; 5k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-07-18,last_ask,Ferrari,296,coupe,2025,334999,,71,"San Diego, California, USA",2025 Ferrari 296 GTB,https://www.classic.com/veh/2025-ferrari-296-gtb-zff99sla7s0319980-nOJMaE4/,Classic.com,ZFF99SLA7S0319980,296 GTB; exact miles displayed: 71 mi; Classic.com Last Asking (removed/sold without published sold price)
2026-07-18,last_ask,Ferrari,488,spider,2017,429000,,,"Norwood, Massachusetts, USA",2017 Ferrari 488 Spider,https://www.classic.com/veh/2017-ferrari-488-spider-zff80ama4h0219004-pd6E5Nn/,Classic.com,ZFF80AMA4H0219004,9k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-07-18,last_ask,Ferrari,488,coupe,2016,329995,,,"Akron, Ohio, USA",2016 Ferrari 488 GTB Tailor Made,https://www.classic.com/veh/2016-ferrari-488-gtb-tailor-made-zff79ala2g0217589-W9mvQdW/,Classic.com,ZFF79ALA2G0217589,8k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-07-18,last_ask,McLaren,Artura,coupe,2023,178129,,,"Newtown Township, Pennsylvania, USA",2023 McLaren Artura,https://www.classic.com/veh/2023-mclaren-artura-sbm16aea2pw001837-WLODQxn/,Classic.com,SBM16AEA2PW001837,Artura; 5k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-07-18,last_ask,McLaren,Artura,coupe,2025,229990,,,"Newport Beach, California, USA",2025 McLaren Artura,https://www.classic.com/veh/2025-mclaren-artura-sbm16bea0sw002564-WvkAQyp/,Classic.com,SBM16BEA0SW002564,Artura; 3k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-07-18,last_ask,Lamborghini,Gallardo,coupe,2007,89950,,,"Pompano Beach, Florida, USA",2007 Lamborghini Gallardo,https://www.classic.com/veh/2007-lamborghini-gallardo-zhwgu22t07la05045-4ZG8PLn/,Classic.com,ZHWGU22T07LA05045,Gallardo; 39k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-07-18,last_ask,Lamborghini,Gallardo,coupe,2011,149900,,,"Palm Beach County, Florida, USA",2011 Lamborghini Gallardo LP560-4,https://www.classic.com/veh/2011-lamborghini-gallardo-lp560-4-zhwgu5au0bla1006-4Zmk9Jp/,Classic.com,,Gallardo; 16k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-07-18,last_ask,Lamborghini,Huracan_Performante,coupe,2018,394888,,,"Round Rock, Texas, USA",2018 Lamborghini Huracan LP640-4 Performante,https://www.classic.com/veh/2018-lamborghini-huracan-lp640-4-performante-zhwud-nXNJjZp/,Classic.com,,Huracán Performante; 18k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-07-18,last_ask,Lamborghini,Huracan_Performante,spider,2019,389000,,,"Scottsdale, Arizona, USA",2019 Lamborghini Huracan LP640-4 Performante Spyder,https://www.classic.com/veh/2019-lamborghini-huracan-lp640-4-performante-spyde-n35GNDp/,Classic.com,,Huracán Performante Spyder; 8k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-07-18,last_ask,Lamborghini,Revuelto,coupe,2025,720571,,54,"Fort Lauderdale, Florida, USA",2025 Lamborghini Revuelto,https://www.classic.com/veh/2025-lamborghini-revuelto-zhwuc1zm0sla02914-WqawN3W/,Classic.com,ZHWUC1ZM0SLA02914,Revuelto; exact miles displayed: 54 mi; Classic.com Last Asking (removed/sold without published sold price)
2026-07-18,last_ask,Ferrari,SF90,coupe,2023,467900,,,"Scottsdale, Arizona, USA",2023 Ferrari SF90 Stradale,https://www.classic.com/veh/2023-ferrari-sf90-stradale-zff95nla5p0290774-4oMwDJW/,Classic.com,ZFF95NLA5P0290774,SF90 Stradale; 5k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-07-18,last_ask,Ferrari,SF90,spider,2022,539999,,,"New York, New York, USA",2022 Ferrari SF90 Spider,https://www.classic.com/veh/2022-ferrari-sf90-spider-zff96nma0n0272644-p65w2mW/,Classic.com,ZFF96NMA0N0272644,SF90 Spider; 2k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-07-17,last_ask,Ferrari,488,coupe,2016,289999,,,"Costa Mesa, California, USA",2016 Ferrari 488 GTB,https://www.classic.com/veh/2016-ferrari-488-gtb-zff79ala0g0214593-nK6zQD4/,Classic.com,ZFF79ALA0G0214593,4k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-07-17,last_ask,Ferrari,488,spider,2018,438700,,,"Carrollton, Texas, USA",2018 Ferrari 488 Spider,https://www.classic.com/veh/2018-ferrari-488-spider-zff80ama3j0236463-4AvJ5bn/,Classic.com,ZFF80AMA3J0236463,6k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-07-17,last_ask,Ferrari,488,coupe,2016,320689,,,"West Palm Beach, Florida, USA",2016 Ferrari 488 GTB,https://www.classic.com/veh/2016-ferrari-488-gtb-zff79ala7g0214557-WNoXmPp/,Classic.com,ZFF79ALA7G0214557,9k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-07-17,last_ask,Ferrari,488,coupe,2019,299900,,,"Addison, Texas, USA",2019 Ferrari 488 GTB,https://www.classic.com/veh/2019-ferrari-488-gtb-zff79alaxk0239865-WqkGAB4/,Classic.com,ZFF79ALAXK0239865,12k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-07-17,last_ask,McLaren,600LT,coupe,2019,229990,,,"New Albany, Indiana, USA",2019 McLaren 600LT Base,https://www.classic.com/veh/2019-mclaren-600lt-coupe-sbm13raa0kw007190-WkwLrJW/,Classic.com,SBM13RAA0KW007190,9k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-07-17,last_ask,Ferrari,F8,spider,2022,569890,,,"Saint Louis County, Missouri, USA",2022 Ferrari F8 Spider,https://www.classic.com/veh/2022-ferrari-f8-spider-zff93lma7n0273707-4yo2OaW/,Classic.com,ZFF93LMA7N0273707,F8 Spider; 4k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-07-17,last_ask,Lamborghini,Huracan_Performante,coupe,2019,399995,,,"Nashville, Tennessee, USA",2019 Lamborghini Huracan Performante Coupe,https://www.classic.com/veh/2019-lamborghini-huracan-performante-zhwud4zfxkla1-nBJYGZn/,Classic.com,,Huracán Performante; 13k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-07-17,off_market,Lamborghini,Murcielago,spider,2006,,,,"Palm Beach County, Florida, USA",2006 Lamborghini Murciélago Roadster,https://www.classic.com/veh/2006-lamborghini-murcielago-roadster-zhwbu26m46la0-pe69774/,Classic.com,,Murcielago Roadster; 4k mi displayed; mileage blank (rounded Nk mi); price undisclosed on Classic.com card; off_market/pending/undisclosed historical card
2026-07-17,last_ask,Ferrari,SF90,spider,2022,581248,,,"Fort Lauderdale, Florida, USA",2022 Ferrari SF90 Spider Assetto Fiorano,https://www.classic.com/veh/2022-ferrari-sf90-spider-assetto-fiorano-zff96nma1-47jgPAp/,Classic.com,,Assetto Fiorano; 2k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-07-16,last_ask,Ferrari,296,spider,2025,504900,,520,"Fort Lauderdale, Florida, USA",2025 Ferrari 296 GTS,https://www.classic.com/veh/2025-ferrari-296-gts-zff01sma3s0319652-nQM6gwn/,Classic.com,ZFF01SMA3S0319652,296 GTS; exact miles displayed: 520 mi; Classic.com Last Asking (removed/sold without published sold price)
2026-07-16,last_ask,Ferrari,296,coupe,2023,304995,,,"Fort Lauderdale, Florida, USA",2023 Ferrari 296 GTB,https://www.classic.com/veh/2023-ferrari-296-gtb-zff99sla8p0297771-4VmXODp/,Classic.com,ZFF99SLA8P0297771,296 GTB; 2k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-07-16,last_ask,Ferrari,296,spider,2024,379000,,685,"Boynton Beach, Florida, USA",2024 Ferrari 296 GTS,https://www.classic.com/veh/2024-ferrari-296-gts-zff01sma2r0312220-nQdG8N4/,Classic.com,ZFF01SMA2R0312220,296 GTS; exact miles displayed: 685 mi; Classic.com Last Asking (removed/sold without published sold price)
2026-07-16,off_market,Ferrari,458,spider,2013,,,,"City of Glen Cove, New York, USA",2013 Ferrari 458 Spider,https://www.classic.com/veh/2013-ferrari-458-spider-zff68nha5d0190334-nmyEjDn/,Classic.com,ZFF68NHA5D0190334,458 Spider; 6k mi displayed; mileage blank (rounded Nk mi); price undisclosed on Classic.com card; off_market/pending/undisclosed historical card; asking_price blank (not shown on card)
2026-07-16,last_ask,Ferrari,F8,spider,2021,469900,,,"Norwood, Massachusetts, USA",2021 Ferrari F8 Spider,https://www.classic.com/veh/2021-ferrari-f8-spider-zff93lmaxm0266944-pgLNae4/,Classic.com,ZFF93LMAXM0266944,F8 Spider; 8k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-07-16,last_ask,Lamborghini,Gallardo,coupe,2007,120990,,,"Palm Beach County, Florida, USA",2007 Lamborghini Gallardo Nera Edition,https://www.classic.com/veh/2007-lamborghini-gallardo-nera-edition-zhwgu12t67l-4VNoy54/,Classic.com,,Gallardo; 31k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-07-16,off_market,Lamborghini,Murcielago,coupe,2002,360000,,,"Little Ferry, New Jersey, USA",2002 Lamborghini Murciélago,https://www.classic.com/veh/2002-lamborghini-murcielago-za9bc10u42la12218-n3yAPRp/,Classic.com,,Murcielago; 9k mi TMU displayed; mileage blank (rounded Nk mi); off_market/pending/undisclosed historical card
2026-07-16,last_ask,Lamborghini,Revuelto,coupe,2024,659900,,165,"Miami-Dade County, Florida, USA",2024 Lamborghini Revuelto,https://www.classic.com/veh/2024-lamborghini-revuelto-zhwuc1zm3rla00116-4o62Mlp/,Classic.com,ZHWUC1ZM3RLA00116,Revuelto; exact miles displayed: 165 mi; Classic.com Last Asking (removed/sold without published sold price)
2026-07-16,off_market,Ferrari,SF90,spider,2025,,,,"Englewood, Colorado, USA",2025 Ferrari SF90 Spider,https://www.classic.com/veh/2025-ferrari-sf90-spider-zff96nma9s0312554-WRLmXA4/,Classic.com,ZFF96NMA9S0312554,SF90 Spider; 2k mi displayed; mileage blank (rounded Nk mi); price undisclosed on Classic.com card; off_market/pending/undisclosed historical card
2026-07-15,last_ask,Ferrari,458,coupe,2014,224900,,,"Shaler Township, Pennsylvania, USA",2014 Ferrari 458 Italia,https://www.classic.com/veh/2014-ferrari-458-italia-zff67nfa7e0198586-pg9x0on/,Classic.com,ZFF67NFA7E0198586,458 Italia/coupe; 23k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-07-15,last_ask,McLaren,600LT,coupe,2019,221999,,,"Broward County, Florida, USA",2019 McLaren 600LT,https://www.classic.com/veh/2019-mclaren-600lt-coupe-sbm13raa6kw008344-Wv1do7n/,Classic.com,SBM13RAA6KW008344,9k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-07-15,sold,Ferrari,F8,spider,2022,,642500,330,"Doylestown, Pennsylvania, USA",2022 Ferrari F8 Spider,https://www.classic.com/veh/2022-ferrari-f8-spider-zff93lma1n0276540-nBrm3Nn/,Classic.com,ZFF93LMA1N0276540,F8 Spider; exact miles displayed: 330 mi; auction sold
2026-07-15,last_ask,Ferrari,F8,coupe,2021,454970,,,"Village of Spring Valley, New York, USA",2021 Ferrari F8 Tributo,https://www.classic.com/veh/2021-ferrari-f8-tributo-zff92lla3m0267020-nlLEgJn/,Classic.com,ZFF92LLA3M0267020,F8 Tributo/coupe; 4k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-07-15,off_market,Lamborghini,Revuelto,coupe,2026,,,45,"West Palm Beach, Florida, USA",2026 Lamborghini Revuelto,https://www.classic.com/veh/2026-lamborghini-revuelto-zhwuc1zm4tla04828-pzO2Gx4/,Classic.com,ZHWUC1ZM4TLA04828,Revuelto; exact miles displayed: 45 mi; price undisclosed on Classic.com card; off_market/pending/undisclosed historical card
2026-07-15,last_ask,Lamborghini,Revuelto,coupe,2024,749996,,,"Charlotte, North Carolina, USA",2024 Lamborghini Revuelto,https://www.classic.com/veh/2024-lamborghini-revuelto-zhwuc1zm2rla00270-nwXbrvW/,Classic.com,ZHWUC1ZM2RLA00270,Revuelto; 2k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-07-15,last_ask,Ferrari,SF90,spider,2025,599990,,610,"Newport Beach, California, USA",2025 Ferrari SF90 Spider,https://www.classic.com/veh/2025-ferrari-sf90-spider-zff96nma3s0314803-pzzeQxp/,Classic.com,ZFF96NMA3S0314803,SF90 Spider; exact miles displayed: 610 mi; Classic.com Last Asking (removed/sold without published sold price)
2026-07-15,off_market,Ferrari,SF90,coupe,2023,,,468,"Miami, Florida, USA",2023 Ferrari SF90 Stradale Assetto Fiorano,https://www.classic.com/veh/2023-ferrari-sf90-stradale-assetto-fiorano-zff95nl-pJRKr7p/,Classic.com,,Assetto Fiorano; exact miles displayed: 468 mi; off_market/pending/undisclosed historical card
2026-07-14,last_ask,Ferrari,296,coupe,2024,315725,,,"Village of Spring Valley, New York, USA",2024 Ferrari 296 GTB,https://www.classic.com/veh/2024-ferrari-296-gtb-zff99sla9r0310210-WbK2XXp/,Classic.com,ZFF99SLA9R0310210,296 GTB; 4k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-07-14,sold,Ferrari,458,spider,2012,,310000,,"Los Angeles, California, USA",2012 Ferrari 458 Spider,https://www.classic.com/veh/2012-ferrari-458-spider-zff68nha0c0188733-WkBN6On/,Classic.com,ZFF68NHA0C0188733,458 Spider; 33k mi displayed; mileage blank (rounded Nk mi); auction sold
2026-07-14,last_ask,Ferrari,488,coupe,2018,309900,,,"Cleveland, Ohio, USA",2018 Ferrari 488 GTB,https://www.classic.com/veh/2018-ferrari-488-gtb-zff79ala1j0235296-p0Ldzmp/,Classic.com,ZFF79ALA1J0235296,13k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-07-14,last_ask,McLaren,Artura,coupe,2023,189900,,,"Boynton Beach, Florida, USA",2023 McLaren Artura,https://www.classic.com/veh/2023-mclaren-artura-vision-sbm16aea2pw001465-4y8PRdp/,Classic.com,SBM16AEA2PW001465,Artura; 3k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-07-14,last_ask,Ferrari,F8,spider,2023,709900,,,"Newport Beach, California, USA",2023 Ferrari F8 Spider,https://www.classic.com/veh/2023-ferrari-f8-spider-zff93lmaxp0290987-pP3VqBW/,Classic.com,ZFF93LMAXP0290987,F8 Spider; 3k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-07-14,last_ask,Lamborghini,Gallardo,coupe,2013,131966,,,"Boynton Beach, Florida, USA",2013 Lamborghini Gallardo LP550-2,https://www.classic.com/veh/2013-lamborghini-gallardo-lp550-2-zhwgu5bzxdla1367-WbLBxo4/,Classic.com,,Gallardo; 26k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-07-14,last_ask,Lamborghini,Gallardo,coupe,2012,129995,,,"Boynton Beach, Florida, USA",2012 Lamborghini Gallardo LP550-2 Bicolore,https://www.classic.com/veh/2012-lamborghini-gallardo-lp550-2-bicolore-zhwgu5b-WkB05zn/,Classic.com,,Gallardo; 40k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-07-14,last_ask,Lamborghini,Gallardo,spider,2008,159995,,,"City of Glen Cove, New York, USA",2008 Lamborghini Gallardo Spyder,https://www.classic.com/veh/2008-lamborghini-gallardo-spyder-zhwgu22t18la06559-pGVy58W/,Classic.com,ZHWGU22T18LA06559,Gallardo Spyder; 11k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-07-13,last_ask,Ferrari,296,coupe,2025,333485,,,"Palm Harbor, Florida, USA",2025 Ferrari 296 GTB,https://www.classic.com/veh/2025-ferrari-296-gtb-zff99slaxs0316751-nQdRoO4/,Classic.com,ZFF99SLAXS0316751,296 GTB; 1k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-07-13,last_ask,Ferrari,458,spider,2015,649998,,,"Fort Lauderdale, Florida, USA",2015 Ferrari 458 Spider,https://www.classic.com/veh/2015-ferrari-458-spider-zff68nha1f0211652-nwOq0Yn/,Classic.com,ZFF68NHA1F0211652,458 Spider; 8k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-07-13,off_market,Ferrari,F8,coupe,2021,,,,"West Palm Beach, Florida, USA",2021 Ferrari F8 Tributo,https://www.classic.com/veh/2021-ferrari-f8-tributo-zff92lla9m0259908-4oM901W/,Classic.com,ZFF92LLA9M0259908,F8 Tributo/coupe; 3k mi displayed; mileage blank (rounded Nk mi); price undisclosed on Classic.com card; off_market/pending/undisclosed historical card; asking_price blank (not shown on card)
2026-07-13,last_ask,Lamborghini,Huracan_STO,coupe,2023,424995,,,"Akron, Ohio, USA",2023 Lamborghini Huracan STO,https://www.classic.com/veh/2023-lamborghini-huracan-sto-zhwua6zx9pla21630-n1o19wp/,Classic.com,ZHWUA6ZX9PLA21630,Huracán STO; 16k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-07-12,last_ask,Ferrari,458,spider,2013,439890,,,"Saint Louis County, Missouri, USA",2013 Ferrari 458 Spider,https://www.classic.com/veh/2013-ferrari-458-spider-zff68nha3d0195581-4AvadBn/,Classic.com,ZFF68NHA3D0195581,458 Spider; 14k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-07-12,last_ask,Ferrari,488,coupe,2017,249991,,,"Houston, Texas, USA",2017 Ferrari 488 GTB,https://www.classic.com/veh/2017-ferrari-488-gtb-zff79ala7h0225303-WkX9jJp/,Classic.com,ZFF79ALA7H0225303,8k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-07-12,last_ask,Ferrari,F8,coupe,2020,385000,,,"Scottsdale, Arizona, USA",2020 Ferrari F8 Tributo,https://www.classic.com/veh/2020-ferrari-f8-tributo-zff92lla8l0254634-n2odE1W/,Classic.com,ZFF92LLA8L0254634,F8 Tributo/coupe; 14k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-07-12,off_market,Ford,GT,coupe,2006,,,,"Scottsdale, Arizona, USA",2006 Ford GT,https://www.classic.com/veh/2006-ford-gt-1fafp90s76y401539-4o7wGq4/,Classic.com,1FAFP90S76Y401539,Ford GT Gen1; 6k mi displayed; mileage blank (rounded Nk mi); price undisclosed on Classic.com card; off_market/pending/undisclosed historical card; asking_price blank (not shown on card)
2026-07-12,last_ask,Lamborghini,Gallardo,coupe,2011,269997,,,"Addison, Texas, USA",2011 Lamborghini Gallardo LP570-4 Superleggera,https://www.classic.com/veh/2011-lamborghini-gallardo-lp570-4-superleggera-zhw-nl35yJ4/,Classic.com,,Gallardo; 13k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-07-12,last_ask,Lamborghini,Revuelto,coupe,2024,652900,,,"Newtown Township, Pennsylvania, USA",2024 Lamborghini Revuelto,https://www.classic.com/veh/2024-lamborghini-revuelto-zhwuc1zm1rla00907-WY2Yg7p/,Classic.com,ZHWUC1ZM1RLA00907,Revuelto; 5k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-07-11,last_ask,Ferrari,296,spider,2024,369900,,,"Torrance, California, USA",2024 Ferrari 296 GTS,https://www.classic.com/veh/2024-ferrari-296-gts-zff01sma5r0310476-nOJJeb4/,Classic.com,ZFF01SMA5R0310476,296 GTS; 1k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-07-11,last_ask,Ferrari,296,coupe,2023,315000,,877,"Scottsdale, Arizona, USA",Pre-Owned 2023 Ferrari 296 GTB Base,https://www.classic.com/veh/2023-ferrari-296-gtb-zff99sla4p0297007-pdKxowW/,Classic.com,ZFF99SLA4P0297007,296 GTB; exact miles displayed: 877 mi; Classic.com Last Asking (removed/sold without published sold price)
