snapshot_or_event_date,status,make,model_family,body,model_year,asking_price_usd,sold_price_usd,mileage_miles,location,listing_title,listing_url,source,vin_or_stock,notes
2026-08-29,last_ask,McLaren,Artura,coupe,2023,210000,,,"East Brunswick Township, New Jersey, USA",2023 McLaren Artura Coupe,https://www.classic.com/veh/2023-mclaren-artura-coupe-sbm16aeaxpw001651-WxMdMBp/,Classic.com,SBM16AEAXPW001651,Artura; 5k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-08-29,last_ask,Ferrari,F8,spider,2022,715517,,893,"Wilsonville, Oregon, USA",2022 Ferrari F8 Spider,https://www.classic.com/veh/2022-ferrari-f8-spider-zff93lma1n0280975-pgwDyPp/,Classic.com,ZFF93LMA1N0280975,F8 Spider; exact miles displayed: 893 mi; Classic.com Last Asking (removed/sold without published sold price)
2026-08-29,last_ask,Ferrari,F8,spider,2022,699999,,,"Costa Mesa, California, USA",2022 Ferrari F8 Spider,https://www.classic.com/veh/2022-ferrari-f8-spider-zff93lmaxn0279369-nl18JXW/,Classic.com,ZFF93LMAXN0279369,F8 Spider; 3k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-08-29,last_ask,Ferrari,F8,spider,2021,579991,,,"Houston, Texas, USA",2021 Ferrari F8 Spider,https://www.classic.com/veh/2021-ferrari-f8-spider-zff93lma2m0266193-pE7YGzn/,Classic.com,ZFF93LMA2M0266193,F8 Spider; 24k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-08-29,sold,Ford,GT,coupe,2005,,690000,,"Chicago, Illinois, USA",2005 Ford GT,https://www.classic.com/veh/2005-ford-gt-1fafp90s95y401895-WRG22Gp/,Classic.com,1FAFP90S95Y401895,Ford GT Gen1; 2k mi displayed; mileage blank (rounded Nk mi); auction sold
2026-08-29,last_ask,Lamborghini,Revuelto,coupe,2026,768728,,10,"Palmyra, New Jersey, USA",2026 Lamborghini Revuelto,https://www.classic.com/veh/2026-lamborghini-revuelto-zhwuc1zmxtla05093-n859rZW/,Classic.com,ZHWUC1ZMXTLA05093,Revuelto; exact miles displayed: 10 mi; Classic.com Last Asking (removed/sold without published sold price)
2026-08-29,last_ask,Ferrari,SF90,coupe,2021,437950,,,"Albuquerque, New Mexico, USA",2021 Ferrari SF90 Stradale,https://www.classic.com/veh/2021-ferrari-sf90-stradale-zff95nla7m0266746-pP3AkPW/,Classic.com,ZFF95NLA7M0266746,SF90 Stradale; 4k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-08-29,last_ask,Ferrari,SF90,spider,2025,619998,,419,"Newport Beach, California, USA",2025 Ferrari SF90 Spider,https://www.classic.com/veh/2025-ferrari-sf90-spider-zff96nma7s0317591-nOxGovW/,Classic.com,ZFF96NMA7S0317591,SF90 Spider; exact miles displayed: 419 mi; Classic.com Last Asking (removed/sold without published sold price)
2026-08-28,last_ask,Ferrari,296,spider,2025,411692,,,"Naples, Florida, USA",2025 Ferrari 296 GTS,https://www.classic.com/veh/2025-ferrari-296-gts-zff01sma2s0315687-p6qxZjW/,Classic.com,ZFF01SMA2S0315687,296 GTS; 1k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-08-28,last_ask,Ferrari,296,spider,2026,439900,,636,"Torrance, California, USA",2026 Ferrari 296 GTS,https://www.classic.com/veh/2026-ferrari-296-gts-zff01sma4t0326210-pgwbz1p/,Classic.com,ZFF01SMA4T0326210,296 GTS; exact miles displayed: 636 mi; Classic.com Last Asking (removed/sold without published sold price)
2026-08-28,last_ask,Ferrari,296,spider,2025,349900,,,"Roswell, Georgia, USA",2025 Ferrari 296 GTS Coupe,https://www.classic.com/veh/2025-ferrari-296-gts-coupe-zff99sla1s0319408-4rmJoEp/,Classic.com,ZFF99SLA1S0319408,296 GTS; 1k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-08-28,last_ask,Ferrari,296,spider,2025,407685,,,"Naples, Florida, USA",2025 Ferrari 296 GTS,https://www.classic.com/veh/2025-ferrari-296-gts-zff01sma3s0323796-45aqPz4/,Classic.com,ZFF01SMA3S0323796,296 GTS; 1k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-08-28,last_ask,Ferrari,296,coupe,2025,365739,,206,"Dublin, Ohio, USA",2025 Ferrari 296 GTB,https://www.classic.com/veh/2025-ferrari-296-gtb-zff99slaxs0314286-n1Mqebn/,Classic.com,ZFF99SLAXS0314286,296 GTB; exact miles displayed: 206 mi; Classic.com Last Asking (removed/sold without published sold price)
2026-08-28,last_ask,Ferrari,296,spider,2025,432167,,64,"Dublin, Ohio, USA",2025 Ferrari 296 GTS,https://www.classic.com/veh/2025-ferrari-296-gts-zff01sma1s0321447-pP3RzjW/,Classic.com,ZFF01SMA1S0321447,296 GTS; exact miles displayed: 64 mi; Classic.com Last Asking (removed/sold without published sold price)
2026-08-28,last_ask,Ferrari,296,coupe,2025,333048,,807,"Marysville, Ohio, USA",2025 Ferrari 296 GTB,https://www.classic.com/veh/2025-ferrari-296-gtb-zff99sla9s0319429-4ay9ZL4/,Classic.com,ZFF99SLA9S0319429,296 GTB; exact miles displayed: 807 mi; Classic.com Last Asking (removed/sold without published sold price)
2026-08-28,sold,Ferrari,458,spider,2013,,400058,,"Portland, Oregon, USA",2013 Ferrari 458 Spider,https://www.classic.com/veh/2013-ferrari-458-spider-zff68nha4d0194519-nwdPL2W/,Classic.com,ZFF68NHA4D0194519,458 Spider; 20k mi displayed; mileage blank (rounded Nk mi); auction sold
2026-08-28,off_market,Ferrari,458,spider,2013,,,,"Orlando, Florida, USA",2013 Ferrari 458 Spider,https://www.classic.com/veh/2013-ferrari-458-spider-zff68nha4d0190518-4Avqzzn/,Classic.com,ZFF68NHA4D0190518,458 Spider; 31k mi displayed; mileage blank (rounded Nk mi); auction Not Sold; high bid not shown
2026-08-28,off_market,Ferrari,458,coupe,2015,,,,"Ashburn, Virginia, USA",2015 Ferrari 458 Italia,https://www.classic.com/veh/2015-ferrari-458-italia-zff67nfa9f0210643-pG7devp/,Classic.com,ZFF67NFA9F0210643,458 Italia/coupe; 20k mi displayed; mileage blank (rounded Nk mi); price undisclosed on Classic.com card; off_market/pending/undisclosed historical card; asking_price blank (not shown on card)
2026-08-28,sold,Ferrari,488,spider,2016,,377000,,"Syosset, New York, USA",2016 Ferrari 488 Spider,https://www.classic.com/veh/2016-ferrari-488-spider-zff80ama0g0219421-4VN9XE4/,Classic.com,ZFF80AMA0G0219421,3k mi displayed; mileage blank (rounded Nk mi); auction sold
2026-08-28,last_ask,Ferrari,488,spider,2019,488988,,,"Pompano Beach, Florida, USA",2019 Ferrari 488 Spider,https://www.classic.com/veh/2019-ferrari-488-spider-zff80ama4k0238-nXEkgAW/,Classic.com,,8k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-08-28,last_ask,McLaren,600LT,spider,2020,239900,,,"Costa Mesa, California, USA",2020 McLaren 600LT Spider,https://www.classic.com/veh/2020-mclaren-600lt-spider-sbm13saa3lw008052-nmvw2xW/,Classic.com,SBM13SAA3LW008052,14k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-08-28,last_ask,McLaren,765LT,spider,2022,,,,"Houston, Texas, USA",2022 McLaren 765LT Spider,https://www.classic.com/veh/2022-mclaren-765lt-spider-sbm14sca2nw765067-4ym61d4/,Classic.com,SBM14SCA2NW765067,9k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price); asking_price blank (not shown on card)
2026-08-28,last_ask,Ferrari,F8,spider,2022,639950,,,"Miami-Dade County, Florida, USA",2022 Ferrari F8 Spider,https://www.classic.com/veh/2022-ferrari-f8-spider-zff93lmaxn0272163-WxmBl9p/,Classic.com,ZFF93LMAXN0272163,F8 Spider; 4k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-08-28,sold,Lamborghini,Gallardo,spider,2006,,133000,,"La Jolla, California, USA",2006 Lamborghini Gallardo Spyder,https://www.classic.com/veh/2006-lamborghini-gallardo-spyder-zhwgu22t56la03998-WvZ86rW/,Classic.com,ZHWGU22T56LA03998,Gallardo Spyder; 7k mi displayed; mileage blank (rounded Nk mi); auction sold
2026-08-28,last_ask,Lamborghini,Gallardo,coupe,2009,169900,,,"Palm Beach County, Florida, USA",2009 Lamborghini Gallardo LP560-4,https://www.classic.com/veh/2009-lamborghini-gallardo-lp560-4-zhwgu54t79la0778-nBkAbmW/,Classic.com,,Gallardo; 19k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-08-28,last_ask,Lamborghini,Gallardo,coupe,2012,399947,,,"Edmond, Oklahoma, USA",2012 Lamborghini Gallardo LP 570-4 Super Trofeo Stradale,https://www.classic.com/veh/2012-lamborghini-gallardo-lp-570-4-super-trofeo-st-pzg1Rj4/,Classic.com,,Gallardo; 22k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-08-28,last_ask,Lamborghini,Revuelto,coupe,2026,792744,,48,"Chicago, Illinois, USA",2026 Lamborghini Revuelto,https://www.classic.com/veh/2026-lamborghini-revuelto-zhwuc1zm2tla03970-4aLLvxp/,Classic.com,ZHWUC1ZM2TLA03970,Revuelto; exact miles displayed: 48 mi; Classic.com Last Asking (removed/sold without published sold price)
2026-08-28,last_ask,Ferrari,SF90,coupe,2022,448985,,,"Palm Harbor, Florida, USA",2022 Ferrari SF90 Stradale,https://www.classic.com/veh/2022-ferrari-sf90-stradale-zff95nla0n0270526-n30eD6W/,Classic.com,ZFF95NLA0N0270526,SF90 Stradale; 4k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-08-28,last_ask,Ferrari,SF90,spider,2025,699900,,48,"Fort Lauderdale, Florida, USA",2025 Ferrari SF90 Spider Assetto Fiorano,https://www.classic.com/veh/2025-ferrari-sf90-spider-assetto-fiorano-zff96nma1-p6lbk7n/,Classic.com,,Assetto Fiorano; exact miles displayed: 48 mi; Classic.com Last Asking (removed/sold without published sold price)
2026-08-27,last_ask,Ferrari,296,spider,2024,439900,,392,"Fort Lauderdale, Florida, USA",2024 Ferrari 296 GTS,https://www.classic.com/veh/2024-ferrari-296-gts-zff01sma4r0304541-n8kOZY4/,Classic.com,ZFF01SMA4R0304541,296 GTS; exact miles displayed: 392 mi; Classic.com Last Asking (removed/sold without published sold price)
2026-08-27,last_ask,Ferrari,296,coupe,2024,381685,,305,"Naples, Florida, USA",2024 Ferrari 296 GTB,https://www.classic.com/veh/2024-ferrari-296-gtb-zff99slaxr0304576-pe2LbO4/,Classic.com,ZFF99SLAXR0304576,296 GTB; exact miles displayed: 305 mi; Classic.com Last Asking (removed/sold without published sold price)
2026-08-27,last_ask,Ferrari,296,coupe,2025,306950,,,"Miami-Dade County, Florida, USA",2025 Ferrari 296 GTB,https://www.classic.com/veh/2025-ferrari-296-gtb-zff99sla6s0319212-W9m01bW/,Classic.com,ZFF99SLA6S0319212,296 GTB; 1k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-08-27,last_ask,Ferrari,458,coupe,2013,414830,,,"Village of Spring Valley, New York, USA",2013 Ferrari 458 Italia,https://www.classic.com/veh/2013-ferrari-458-italia-zff67nfa1d0193009-nK6byX4/,Classic.com,ZFF67NFA1D0193009,458 Italia/coupe; 9k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-08-27,last_ask,Ferrari,488,spider,2017,399900,,,"Addison, Texas, USA",2017 Ferrari 488 Spider,https://www.classic.com/veh/2017-ferrari-488-spider-zff80amaxh0220576-nBO6YRW/,Classic.com,ZFF80AMAXH0220576,10k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-08-27,last_ask,McLaren,765LT,spider,2022,769900,,,"Addison, Texas, USA",2022 McLaren 765LT Spider,https://www.classic.com/veh/2022-mclaren-765lt-spider-sbm14sca9nw765504-Wxjk3J4/,Classic.com,SBM14SCA9NW765504,6k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-08-27,last_ask,Lamborghini,Aventador_SVJ,coupe,2021,1699912,,,"West Chicago, Illinois, USA",2021 Lamborghini Aventador LP770-4 SVJ,https://www.classic.com/veh/2021-lamborghini-aventador-lp770-4-svj-zhwun6zd0ml-p6oMb84/,Classic.com,,Aventador LP770-4 SVJ; 7k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-08-27,last_ask,Lamborghini,Gallardo,spider,2008,109993,,,"Costa Mesa, California, USA",2008 Lamborghini Gallardo Spyder,https://www.classic.com/veh/2008-lamborghini-gallardo-spyder-zhwgu22t18la06514-Wj3xmgp/,Classic.com,ZHWGU22T18LA06514,Gallardo Spyder; 28k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-08-27,off_market,Lamborghini,Gallardo,spider,2007,96000,,,"New York, New York, USA",2007 Lamborghini Gallardo Spyder,https://www.classic.com/veh/2007-lamborghini-gallardo-spyder-zhwgu22t67la05129-Wxm5Exp/,Classic.com,ZHWGU22T67LA05129,Gallardo Spyder; 37k mi displayed; mileage blank (rounded Nk mi); off_market/pending/undisclosed historical card
2026-08-27,last_ask,Lamborghini,Gallardo,coupe,2013,154900,,,"Boynton Beach, Florida, USA",2013 Lamborghini Gallardo LP560-4,https://www.classic.com/veh/2013-lamborghini-gallardo-lp560-4-zhwgu5au8dla1305-pGAbPgn/,Classic.com,,Gallardo; 23k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-08-27,last_ask,Lamborghini,Huracan_STO,coupe,2022,499950,,542,"Miami-Dade County, Florida, USA",2022 Lamborghini Huracan STO,https://www.classic.com/veh/2022-lamborghini-huracan-sto-zhwua6zx6nla20724-WbwEjrp/,Classic.com,ZHWUA6ZX6NLA20724,Huracán STO; exact miles displayed: 542 mi; Classic.com Last Asking (removed/sold without published sold price)
2026-08-27,last_ask,Lamborghini,Murcielago,spider,2007,800000,,,"Atlanta, Georgia, USA",2007 Lamborghini Murcielago LP640-4 Roadster,https://www.classic.com/veh/2007-lamborghini-murcielago-lp640-4-roadster-zhwbu-nQxykO4/,Classic.com,,Murcielago Roadster; 2k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-08-27,sold,Lamborghini,Revuelto,coupe,2024,,626000,,"Pompano Beach, Florida, USA",2024 Lamborghini Revuelto,https://www.classic.com/veh/2024-lamborghini-revuelto-zhwuc1zm8rla00306-4rvdM54/,Classic.com,ZHWUC1ZM8RLA00306,Revuelto; 3k mi displayed; mileage blank (rounded Nk mi); auction sold
2026-08-27,off_market,Lamborghini,Revuelto,coupe,2025,,,185,"Rock Hill, South Carolina, USA",2025 Lamborghini Revuelto,https://www.classic.com/veh/2025-lamborghini-revuelto-zhwuc1zm5sla03623-pg90b0n/,Classic.com,ZHWUC1ZM5SLA03623,Revuelto; exact miles displayed: 185 mi; price undisclosed on Classic.com card; off_market/pending/undisclosed historical card
2026-08-27,last_ask,Ferrari,SF90,spider,2025,599995,,153,"Wilsonville, Oregon, USA",2025 Ferrari SF90 Spider,https://www.classic.com/veh/2025-ferrari-sf90-spider-zff96nma1s0316940-nXwJP14/,Classic.com,ZFF96NMA1S0316940,SF90 Spider; exact miles displayed: 153 mi; Classic.com Last Asking (removed/sold without published sold price)
2026-08-26,last_ask,Ferrari,296,spider,2024,464990,,765,"Newport Beach, California, USA",2024 Ferrari 296 GTS,https://www.classic.com/veh/2024-ferrari-296-gts-zff01sma2r0307843-p6qy3GW/,Classic.com,ZFF01SMA2R0307843,296 GTS; exact miles displayed: 765 mi; Classic.com Last Asking (removed/sold without published sold price)
2026-08-26,last_ask,Ferrari,296,coupe,2024,359999,,55,"New York, New York, USA",2024 Ferrari 296 GTB,https://www.classic.com/veh/2024-ferrari-296-gtb-zff99sla5r0910492-pgLRDe4/,Classic.com,ZFF99SLA5R0910492,296 GTB; exact miles displayed: 55 mi; Classic.com Last Asking (removed/sold without published sold price)
2026-08-26,last_ask,Ferrari,296,coupe,2024,332900,,464,"Scottsdale, Arizona, USA",2024 Ferrari 296 GTB,https://www.classic.com/veh/2024-ferrari-296-gtb-zff99slaxr0310460-4D3LAwp/,Classic.com,ZFF99SLAXR0310460,296 GTB; exact miles displayed: 464 mi; Classic.com Last Asking (removed/sold without published sold price)
2026-08-26,last_ask,Ferrari,458,spider,2014,689970,,,"Village of Spring Valley, New York, USA",2014 Ferrari 458 Spider,https://www.classic.com/veh/2014-ferrari-458-spider-zff68nhaxe0199662-pe2jNz4/,Classic.com,ZFF68NHAXE0199662,458 Spider; 8k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-08-26,last_ask,Ferrari,488,spider,2018,461550,,,"Village of Spring Valley, New York, USA",2018 Ferrari 488 Spider,https://www.classic.com/veh/2018-ferrari-488-spider-zff80ama7j0230312-nQBzRwW/,Classic.com,ZFF80AMA7J0230312,5k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-08-26,last_ask,Ferrari,488,coupe,2019,267800,,,"Bellevue, Washington, USA",2019 Ferrari 488 GTB,https://www.classic.com/veh/2019-ferrari-488-gtb-zff79ala5k0239188-pGZ7RPW/,Classic.com,ZFF79ALA5K0239188,37k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-08-26,last_ask,Ferrari,488,spider,2016,358500,,,"San Diego, California, USA",2016 Ferrari 488 Spider,https://www.classic.com/veh/2016-ferrari-488-spider-zff80ama3g0218487-4awXKgW/,Classic.com,ZFF80AMA3G0218487,16k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-08-26,sold,Ferrari,488,spider,2019,,405000,,"Fort Myers, Florida, USA",2019 Ferrari 488 Spider,https://www.classic.com/veh/2019-ferrari-488-spider-grigio-silverstone-exterio-4VwAQvn/,Classic.com,,7k mi displayed; mileage blank (rounded Nk mi); auction sold
2026-08-26,last_ask,McLaren,600LT,coupe,2019,236950,,,"Los Angeles, California, USA",2019 McLaren 600LT Coupe,https://www.classic.com/veh/2019-mclaren-600lt-coupe-sbm13raa3kw007829-nOqE0Ep/,Classic.com,SBM13RAA3KW007829,11k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-08-26,last_ask,McLaren,600LT,coupe,2019,237995,,,"Akron, Ohio, USA",2019 McLaren 600LT Coupe,https://www.classic.com/veh/2019-mclaren-600lt-coupe-sbm13raa0kw008145-WxmQNkp/,Classic.com,SBM13RAA0KW008145,10k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-08-26,last_ask,McLaren,765LT,spider,2022,788465,,,"Carrollton, Texas, USA",2022 McLaren 765LT Spider,https://www.classic.com/veh/2022-mclaren-765lt-spider-sbm14scaxnw765625-4DwKPop/,Classic.com,SBM14SCAXNW765625,5k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-08-26,last_ask,McLaren,Artura,coupe,2023,189950,,,"Los Angeles, California, USA",2023 McLaren Artura TechLux,https://www.classic.com/veh/2023-mclaren-artura-sbm16aea1pw001702-4AqPP54/,Classic.com,SBM16AEA1PW001702,Artura; 1k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-08-26,last_ask,Ferrari,F8,spider,2022,799995,,,"Trenton, New Jersey, USA",2022 Ferrari F8 Spider,https://www.classic.com/veh/2022-ferrari-f8-spider-zff93lmaxn0272468-Wkb1Dkn/,Classic.com,ZFF93LMAXN0272468,F8 Spider; 4k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-08-26,last_ask,Ferrari,F8,coupe,2022,499051,,101,"Greensboro, North Carolina, USA",2022 Ferrari F8 Tributo,https://www.classic.com/veh/2022-ferrari-f8-tributo-zff92lla3n0270615-pPxXMBp/,Classic.com,ZFF92LLA3N0270615,F8 Tributo/coupe; exact miles displayed: 101 mi; Classic.com Last Asking (removed/sold without published sold price)
2026-08-26,last_ask,Ferrari,F8,spider,2022,679995,,,"Zionsville, Indiana, USA",2022 Ferrari F8 Spider,https://www.classic.com/veh/2022-ferrari-f8-spider-zff93lma2n0276787-pJq5qKW/,Classic.com,ZFF93LMA2N0276787,F8 Spider; 2k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-08-26,sold,Ford,GT,coupe,2005,,685000,,"Pipersville, Pennsylvania, USA",2005 Ford GT,https://www.classic.com/veh/2005-ford-gt-1fafp90s55y400582-45GdwkW/,Classic.com,1FAFP90S55Y400582,Ford GT Gen1; 4k mi displayed; mileage blank (rounded Nk mi); auction sold
2026-08-26,last_ask,Lamborghini,Gallardo,coupe,2010,169950,,,"Los Angeles, California, USA",2010 Lamborghini Gallardo LP560-4,https://www.classic.com/veh/2010-lamborghini-gallardo-lp560-4-zhwgu6au5ala0973-nO80DoW/,Classic.com,,Gallardo; 4k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-08-26,sold,Lamborghini,Huracan_Performante,spider,2018,,329000,,"Boynton Beach, Florida, USA",2018 Lamborghini Huracan LP640-4 Performante Spyder,https://www.classic.com/veh/2018-lamborghini-huracan-lp640-4-performante-spyde-pgakVLn/,Classic.com,,Huracán Performante Spyder; 11k mi displayed; mileage blank (rounded Nk mi); auction sold
2026-08-26,last_ask,Lamborghini,Huracan_Performante,spider,2019,,,,"Newport Beach, California, USA",2019 Lamborghini Huracan LP640-4 Performante Spyder,https://www.classic.com/veh/2019-lamborghini-huracan-lp640-4-performante-spyde-4DVl5jW/,Classic.com,,Huracán Performante Spyder; 35k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price); asking_price blank (not shown on card)
2026-08-26,last_ask,Lamborghini,Revuelto,coupe,2024,666005,,,"Newtown Township, Pennsylvania, USA",2024 Lamborghini Revuelto,https://www.classic.com/veh/2024-lamborghini-revuelto-zhwuc1zm0rla01546-nOxDgwW/,Classic.com,ZHWUC1ZM0RLA01546,Revuelto; 3k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-08-26,last_ask,Lamborghini,Revuelto,coupe,2025,669900,,,"Newtown Township, Pennsylvania, USA",2025 Lamborghini Revuelto,https://www.classic.com/veh/2025-lamborghini-revuelto-zhwuc1zm3sla02065-pzO5mP4/,Classic.com,ZHWUC1ZM3SLA02065,Revuelto; 1k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-08-26,last_ask,Lamborghini,Revuelto,coupe,2025,899980,,41,"Miami-Dade County, Florida, USA",2025 Lamborghini Revuelto Mansory,https://www.classic.com/veh/2025-lamborghini-revuelto-mansory-zhwuc1zm4sla0238-Wj1wYdn/,Classic.com,,Revuelto; exact miles displayed: 41 mi; Classic.com Last Asking (removed/sold without published sold price)
2026-08-26,sold,Ferrari,SF90,coupe,2021,,416000,,"Mineola, Texas, USA",2021 Ferrari SF90 Stradale Assetto Fiorano,https://www.classic.com/veh/2021-ferrari-sf90-stradale-assetto-fiorano-zff95nl-n3GbMbn/,Classic.com,,Assetto Fiorano; 6k mi displayed; mileage blank (rounded Nk mi); auction sold
2026-08-26,last_ask,Ferrari,SF90,spider,2023,544900,,,"Addison, Texas, USA",2023 Ferrari SF90 Spider,https://www.classic.com/veh/2023-ferrari-sf90-spider-zff96nma9p0289588-pdVDvwn/,Classic.com,ZFF96NMA9P0289588,SF90 Spider; 1k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-08-26,last_ask,Ferrari,SF90,coupe,2023,599999,,804,"Costa Mesa, California, USA",2023 Ferrari SF90 Stradale,https://www.classic.com/veh/2023-ferrari-sf90-stradale-zff95nla0p0298460-4A77QMW/,Classic.com,ZFF95NLA0P0298460,SF90 Stradale; exact miles displayed: 804 mi; Classic.com Last Asking (removed/sold without published sold price)
2026-08-26,last_ask,Ferrari,SF90,coupe,2022,484187,,,"Dublin, Ohio, USA",2022 Ferrari SF90 Stradale Base Coupe,https://www.classic.com/veh/2022-ferrari-sf90-stradale-zff95nla5n0270800-4DxDw84/,Classic.com,ZFF95NLA5N0270800,SF90 Stradale; 1k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-08-26,last_ask,Ferrari,SF90,coupe,2023,458496,,,"Las Vegas, Nevada, USA",2023 Ferrari SF90 Stradale,https://www.classic.com/veh/2023-ferrari-sf90-stradale-zff95nla2p0290831-4yRKVrn/,Classic.com,ZFF95NLA2P0290831,SF90 Stradale; 3k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-08-25,last_ask,Ferrari,296,coupe,2025,354999,,46,"New York, New York, USA",2025 Ferrari 296 GTB,https://www.classic.com/veh/2025-ferrari-296-gtb-zff99sla9s0318975-n3e0YAp/,Classic.com,ZFF99SLA9S0318975,296 GTB; exact miles displayed: 46 mi; Classic.com Last Asking (removed/sold without published sold price)
2026-08-25,last_ask,Ferrari,296,spider,2025,389500,,600,"Boynton Beach, Florida, USA",2025 Ferrari 296 GTS,https://www.classic.com/veh/2025-ferrari-296-gts-zff01sma3s0319456-4aLvVgp/,Classic.com,ZFF01SMA3S0319456,296 GTS; exact miles displayed: 600 mi; Classic.com Last Asking (removed/sold without published sold price)
2026-08-25,last_ask,Ferrari,296,spider,2024,429900,,,"Beverly Hills, California, USA",2024 Ferrari 296 GTS,https://www.classic.com/veh/2024-ferrari-296-gts-zff01sma9r0302512-n855ajW/,Classic.com,ZFF01SMA9R0302512,296 GTS; 4k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-08-25,last_ask,Ferrari,458,coupe,2015,1349000,,,"Houston, Texas, USA",2015 Ferrari 458 Speciale,https://www.classic.com/veh/2015-ferrari-458-speciale-zff75vfa3f0205609-4MaN9a4/,Classic.com,ZFF75VFA3F0205609,458 Speciale; 8k mi displayed; mileage blank (rounded Nk mi); Classic.com Last Asking (removed/sold without published sold price)
2026-08-25,sold,Ferrari,458,spider,2012,,490000,,"Pompano Beach, Florida, USA",2012 Ferrari 458 Spider,https://www.classic.com/veh/2013-ferrari-458-spider-zff68nha4d0190468-WjgNVEp/,Classic.com,ZFF68NHA4D0190468,458 Spider; 4k mi displayed; mileage blank (rounded Nk mi); auction sold
2026-08-25,sold,Ferrari,488,spider,2016,,352001,,"Maumelle, Arkansas, USA",2016 Ferrari 488 Spider,https://www.classic.com/veh/2016-ferrari-488-spider-zff80amaxg0218941-nQY1ZNn/,Classic.com,ZFF80AMAXG0218941,14k mi displayed; mileage blank (rounded Nk mi); auction sold
2026-08-25,sold,McLaren,Artura,coupe,2025,,203300,,"Miami-Dade County, Florida, USA",2025 McLaren Artura Coupe,https://www.classic.com/veh/2025-mclaren-artura-coupe-smb16aea7sw003849-nQA26on/,Classic.com,,Artura; 1k mi displayed; mileage blank (rounded Nk mi); auction sold
